,Element-type,Size,Shape,Data-type
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengthStdThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchLengths,dataset,288.0,"(288,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMax,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMaxThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMean,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMin,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakMinThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStd,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeakStdThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPeaks,dataset,288.0,"(288,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/bunchPositions,dataset,288.0,"(288,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/diagnostic,dataset,1.0,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/doubletIntensitySplitOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/doublets,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/filledBuckets,dataset,288.0,"(288,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/firstBunchPositionOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/isTrailingDoublet,dataset,0.0,"(0,)",No NumPy equivalent for TypeBitfieldID exists
AwakeEventData/SPSBQMSPSv1/Acquisition/nAllowedLongBunches,dataset,1.0,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunches,dataset,1.0,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMax,dataset,1.0,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesMaxOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/nBunchesRamp,dataset,1.0,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesIntensity,dataset,1.0,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nSatellitesMidBucket,dataset,1.0,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/nTooLongBunches,dataset,1.0,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/nWarningMessages,dataset,1.0,"(1,)",int16
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMax,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltaMaxThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentDeltas,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMax,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/oscillationPercentPeakMaxThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/patternOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsIntensity,dataset,4620.0,"(4620,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satelliteBucketsMid,dataset,4620.0,"(4620,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesIntensityThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesMidBucketThr,dataset,1.0,"(1,)",float32
AwakeEventData/SPSBQMSPSv1/Acquisition/satellitesOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/stabilityOk,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/tgmNLSQCTL,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/tgmSCNUM,dataset,1.0,"(1,)",int32
AwakeEventData/SPSBQMSPSv1/Acquisition/verifyPattern,dataset,1.0,(),bool
AwakeEventData/SPSBQMSPSv1/Acquisition/warningMessages,dataset,50.0,"(50,)",|S48
AwakeEventData/SPSBQMSPSv1/Acquisition/wrongBuckets,dataset,288.0,"(288,)",int32
AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,group,,,
AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition/rawWaveFT,dataset,80000.0,"(80000,)",int16
AwakeEventData/SR.AWGAMP,group,,,
AwakeEventData/SR.AWGAMP/Status,group,,,
AwakeEventData/SR.AWGAMP/Status/position,dataset,1.0,"(1,)",int64
AwakeEventData/SR.AWGPH,group,,,
AwakeEventData/SR.AWGPH/Status,group,,,
AwakeEventData/SR.AWGPH/Status/position,dataset,1.0,"(1,)",int64
AwakeEventData/SR.AWINTLK,group,,,
AwakeEventData/SR.AWINTLK/PhaseAcq,group,,,
AwakeEventData/SR.AWINTLK/PhaseAcq/phaseShifter,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01,group,,,
AwakeEventData/SR.SCOPE27.CH01/Acquisition,group,,,
AwakeEventData/SR.SCOPE27.CH01/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE27.CH01/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE27.CH01/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE27.CH01/Acquisition/value,dataset,320.0,"(1, 320)",int16
AwakeEventData/SR.SCOPE27.CH01/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE28.CH01,group,,,
AwakeEventData/SR.SCOPE28.CH01/Acquisition,group,,,
AwakeEventData/SR.SCOPE28.CH01/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE28.CH01/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE28.CH01/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE28.CH01/Acquisition/value,dataset,320.0,"(1, 320)",int16
AwakeEventData/SR.SCOPE28.CH01/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE29.CH01,group,,,
AwakeEventData/SR.SCOPE29.CH01/Acquisition,group,,,
AwakeEventData/SR.SCOPE29.CH01/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE29.CH01/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE29.CH01/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE29.CH01/Acquisition/value,dataset,320.0,"(1, 320)",int16
AwakeEventData/SR.SCOPE29.CH01/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE30.CH01,group,,,
AwakeEventData/SR.SCOPE30.CH01/Acquisition,group,,,
AwakeEventData/SR.SCOPE30.CH01/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH01/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH01/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH01/Acquisition/value,dataset,4000.0,"(1, 4000)",int16
AwakeEventData/SR.SCOPE30.CH01/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE30.CH02,group,,,
AwakeEventData/SR.SCOPE30.CH02/Acquisition,group,,,
AwakeEventData/SR.SCOPE30.CH02/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH02/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE30.CH02/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE30.CH02/Acquisition/value,dataset,4000.0,"(1, 4000)",int16
AwakeEventData/SR.SCOPE30.CH02/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH01,group,,,
AwakeEventData/SR.SCOPE43.CH01/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH01/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH01/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH01/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH01/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH01/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH02,group,,,
AwakeEventData/SR.SCOPE43.CH02/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH02/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH02/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH02/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH02/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH02/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH03,group,,,
AwakeEventData/SR.SCOPE43.CH03/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH03/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH03/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH03/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH03/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH03/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH04,group,,,
AwakeEventData/SR.SCOPE43.CH04/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH04/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH04/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH04/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH04/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH04/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH05,group,,,
AwakeEventData/SR.SCOPE43.CH05/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH05/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH05/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH05/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH05/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH06,group,,,
AwakeEventData/SR.SCOPE43.CH06/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH06/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH06/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH06/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value,dataset,252.0,"(1, 252)",int16
AwakeEventData/SR.SCOPE43.CH06/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH07,group,,,
AwakeEventData/SR.SCOPE43.CH07/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH07/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH07/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH07/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE43.CH07/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE43.CH08,group,,,
AwakeEventData/SR.SCOPE43.CH08/Acquisition,group,,,
AwakeEventData/SR.SCOPE43.CH08/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH08/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE43.CH08/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value,dataset,252.0,"(1, 252)",int16
AwakeEventData/SR.SCOPE43.CH08/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH01,group,,,
AwakeEventData/SR.SCOPE45.CH01/Acquisition,group,,,
AwakeEventData/SR.SCOPE45.CH01/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH01/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH01/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH01/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH02,group,,,
AwakeEventData/SR.SCOPE45.CH02/Acquisition,group,,,
AwakeEventData/SR.SCOPE45.CH02/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH02/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH02/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH02/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH03,group,,,
AwakeEventData/SR.SCOPE45.CH03/Acquisition,group,,,
AwakeEventData/SR.SCOPE45.CH03/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH03/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH03/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH03/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/SR.SCOPE45.CH04,group,,,
AwakeEventData/SR.SCOPE45.CH04/Acquisition,group,,,
AwakeEventData/SR.SCOPE45.CH04/Acquisition/CTime,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/cycleTag,dataset,1.0,"(1,)",int32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/diffStamps,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH04/Acquisition/firstSampleTime,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/offset,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sampleInterval,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/sensitivity,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerError,dataset,1.0,"(1,)",float32
AwakeEventData/SR.SCOPE45.CH04/Acquisition/triggerStamp,dataset,1.0,"(1,)",int64
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value,dataset,352.0,"(1, 352)",int16
AwakeEventData/SR.SCOPE45.CH04/Acquisition/value_units,dataset,1.0,"(1,)",|S1
AwakeEventData/Sps2AwakeSynchro,group,,,
AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs,group,,,
AwakeEventData/Sps2AwakeSynchro/ProtonDelayNs/delay,dataset,1.0,"(1,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1,group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead,group,,,
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/channelRead,dataset,1.0,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataAxis,dataset,5000.0,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/dataValue,dataset,5000.0,"(5000,)",float64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileCount,dataset,1.0,"(1,)",int32
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileName,dataset,1.0,"(1,)",|S29
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileReadDelay,dataset,1.0,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/fileTime,dataset,1.0,"(1,)",int64
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerName,dataset,100.0,"(100,)",|S17
AwakeEventData/TCC4.AWAKE-SCOPE-CTR.CH1/FileRead/headerValue,dataset,100.0,"(100,)",|S16
